"","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.WiFi","attributes.WheelchairAccessible","attributes.DogsAllowed","attributes.Alcohol","attributes.GoodForKids","attributes.RestaurantsGoodForGroups"
"6961","AFeKrByZAqzy8yeCDuP0Lw","Ruby Tuesday","3138 Tampa Road","Oldsmar","FL","34677","28.05126"," -82.69850","2.5","  83","0","'free'"," 'street': None","True","True","True","True"
"6988","lxbCOOp-sWnpLBg27Z2HYg","Tijuana Flats","1617 W Platt St","Tampa","FL","33606","27.94202"," -82.47659","4.0","  94","1","'free'"," u'garage': False","True","True","True","True"
"6992","B1OjiK9Bx5t_mIm9I6mZ-Q","Pho Kien Giang","8730 49th St N","Pinellas Park","FL","33782","27.85186"," -82.70063","4.5"," 407","1","u'free'"," 'street': False","False","None","True","True"
"7011","hwK5v_44MC9YDx2Yr9PTdQ","Bubba Gump Shrimp","185 Boardwalk Pl W","Madeira Beach","FL","33708","27.78463"," -82.78278","2.5"," 532","1","u'free'"," 'street': False","True","True","True","True"
"7033","dKPXqfCJxsZHSRj1tbdhVg","The Big Easy","1704 7th Ave","Tampa","FL","33605","27.96042"," -82.44033","4.0"," 191","1","u'free'"," 'street': True","True","True","True","False"
"7046","","","","","","","","","","","","","","","","",""
"7057","w6ZVMJwAC-iWBojzJXDhzQ","IHOP","11350 Bloomingdale Ave","Riverview","FL","33578","27.89376"," -82.31188","3.0","  62","1","'free'"," 'street': False","False","False","False","True"
"7059","","","","","","","","","","","","","","","","",""
"7063","DxzL49yhgQ2CxZvmcXV_YA","Cali - South Tampa","217 S Dale Mabry Hwy","Tampa","FL","33609","27.94246"," -82.50617","4.5"," 224","1","u'free'"," 'street': True","True","True","False","True"
"7087","eH0ZmOZj4TyGqZwfDpQT8Q","Nepa Hut Beach Bar","6800 Sunshine Skyway Ln S","Saint Petersburg","FL","33711","27.70582"," -82.67768","3.5","  27","1","u'free'"," 'street': False","True","True","True","False"
"7094","SCvq_xornY-FU7yGB7ZzeQ","The Campus Grind","121 7th Ave S","St. Petersburg","FL","33701","27.76328"," -82.63450","4.0","  18","1","u'free'"," 'street': True","False","True","False","True"
"7112","a9-gYc8CKX6qbf4GX_VawA","O'Toole's Irish Pub","1215 W Brandon Blvd","Brandon","FL","33511","27.93760"," -82.30126","4.0"," 141","1","u'free'"," 'street': False","True","True","True","True"
"7122","tbaO_yPfrZ1a3P1U99nRLw","Wing King of Fletcher","1132 E Fletcher Ave","Tampa","FL","33612","28.06955"," -82.44846","4.0","  40","1","u'free'"," 'street': True","False","True","False","True"
"7126","AwmsqV6rXxBf8ycphKzQnA","Ford's Garage","10413 Sheldon Rd","Tampa","FL","33626","28.04209"," -82.58187","3.5"," 327","1","'free'"," 'street': False","True","True","True","True"
"7131","DzWrkEsp7E16WVW7X1Bqbg","Burger Theory","11310 N 30th St","Tampa","FL","33612","28.05177"," -82.42696","3.5","  36","1","u'free'"," 'street': False","True","True","True","True"
"7136","faYU9nWyhiYeSwiP05ojvQ","First Watch","5310 East Bay Dr, Ste 100","Clearwater","FL","33764","27.91679"," -82.73116","4.5"," 139","1","u'free'"," u'garage': False","False","True","True","True"
"7143","18:0-1:0","18:0-1:0","18:0-1:0","18:0-1:0","18:0-1:0","12:0-3:0","","","","","","","","","","",""
"7149","ctVs9lyZyc2lhA0P44Ocqw","Sandra's German Restaurant","7115 Gulf Blvd","St Pete Beach","FL","33706","27.73996"," -82.74973","5.0","  84","1","u'free'"," 'street': False","False","False","False","True"
"7159","3EUsW5xcLI4qoVWyfEzYVg","Maggie Mae's on the Bluffs","2961 W Bay Dr","Belleair Bluffs","FL","33770","27.91737"," -82.81981","4.0"," 246","1","'no'"," 'street': False","False","True","True","True"
"7175","16:0-3:0","16:0-3:0","16:0-3:0","16:0-3:0","14:0-3:0","14:0-3:0","","","","","","","","","","",""
"7185","4uzuz9ISwqDOsjiqaA50MQ","Robert's Smokin' BBQ","7810 US 19, Bldg B","Port Richey","FL","34668","28.27094"," -82.72394","4.5"," 187","1","u'no'"," 'street': False","False","True","True","True"
"7193","Mbq9NAkkTxhLmvWXBAPFeg","Sea Sea Riders Restaurant","221 Main St","Dunedin","FL","34698","28.01201"," -82.79070","3.0"," 240","1","u'free'"," 'street': False","True","True","True","True"
"7195","WJttCFNov5-QJr4govnySQ","Bonefish Grill","2408 Tyrone Blvd","St. Petersburg","FL","33710","27.79316"," -82.73123","3.5"," 144","1","'free'"," u'garage': False","True","True","True","True"
"7207","M1Oj3ioi2qPoQEHfgiXo3Q","Applebee's Grill + Bar","15090 N Dale Mabry Hwy","Carrollwood","FL","33618","28.08743"," -82.50452","2.5","  83","1","'free'"," 'street': False","True","True","True","True"
"7218","dv4yKRAKfvPGiMqpsSwH6Q","Chili's","2903 N Dale Mabry Hwy","Tampa","FL","33607","27.96515"," -82.50484","3.0"," 114","1","'no'"," 'street': False","True","False","True","True"
"7252","nVtPPzvdFaIqCeInov_FPg","Vincenzo's Grill","12600 Roosevelt Blvd","St. Petersburg","FL","33716","27.88622"," -82.67037","4.0","  17","0","u'free'"," 'street': False","True","False","True","True"
"7253","IkQCv8yqdzD_VndrOd2p_w","The Capital Grille","2223 NW Shore Blvd","Tampa","FL","33607","27.96561"," -82.52112","4.0"," 397","1","u'free'"," 'street': True","True","None","True","False"
"7292","yYnp7uLBt-PPyG2elubezg","Lagerhaus Brewery & Grill","3438 E Lake Business","Palm Harbor","FL","34685","28.06141"," -82.70722","3.5"," 155","1","u'free'"," 'street': False","True","True","True","True"
"7304","ppWw8pfPA8X5iqZHE7IHUw","Coconut Charlie's Beach Bar & Grill","6100 Gulf Blvd","St Pete Beach","FL","33706","27.73272"," -82.74685","3.5","  33","1","u'free'"," 'street': False","True","True","True","True"
"7305","","","","","","","","","","","","","","","","",""
"7310","2N97axWHko3rzyzOGCxxBA","URBAN Brew and BBQ","2601 Central Ave","St Petersburg","FL","33713","27.77135"," -82.66882","4.0"," 749","1","u'no'"," 'street': True","False","True","True","True"
"7313","d2HazI4L_0T_4PJq1KiZUA","Iavarone's Steakhouse & Italian Grill","3617 W Humphrey St","Tampa","FL","33614","28.02930"," -82.50151","4.0"," 382","1","u'no'"," 'street': False","True","None","True","True"
"7315","RhBsbZ8N_bSH-jD9X9FFZg","First Watch","35146 US Hwy 19 N","Palm Harbor","FL","34684","28.09205"," -82.74113","4.0"," 116","1","'free'"," 'street': None","False","True","True","True"
"7316","3WC9HidyqFisiDxP1dcFCA","Miguelitos Taqueria Y Tequilas","2702 W Kennedy Blvd","Tampa","FL","33609","27.94449"," -82.48801","4.0"," 418","1","'free'"," 'street': False","True","True","True","True"
"7326","kLqLi4dHEqYpuqUAX_7QLA","Sakana Sushi Asian Grill","2908 W Gandy Blvd","Tampa","FL","33611","27.89321"," -82.49086","4.0"," 116","1","u'free'"," 'street': False","True","True","True","True"
"7350","kCzWbUG8M13F06DG80YqDA","Tia's Tex Mex","2815 E Fowler Ave","Tampa","FL","33612","28.05375"," -82.42762","3.0","  22","0","u'free'"," 'street': False","True","True","True","True"
"7367","_A9HatbhHMesQq8-O_e20g","Java Bay Cafe","13312 Telecom Dr","Tampa","FL","33637","28.06846"," -82.37510","4.5","  34","0","u'free'"," 'street': False","False","False","True","True"
"7375","","","","","","","","","","","","","","","","",""
"7389","n_7EQxn0ciucIOJfpWVaTQ","Saigon Deli","3858 W Waters Ave","Tampa","FL","33614","28.02469"," -82.50762","4.5"," 738","1","u'no'"," 'street': False","False","True","True","True"
"7404","","","","","","","","","","","","","","","","",""
"7412","neZ57MQjD-ai__HQh5ULaw","Buffalo Wild Wings","2055 Badlands Dr","Brandon","FL","33511","27.92749"," -82.31709","2.5"," 159","1","'free'"," 'street': False","True","True","True","True"
"7423","c8wnPWZJvsgei2O9PE71Mw","IHOP","11710 Morris Bridge Rd","Temple Terrace","FL","33617","28.05536"," -82.36161","3.0","  84","1","'no'"," 'street': False","False","False","False","True"
"7434","10:0-22:0","10:0-22:0","10:0-22:0","10:0-0:0","10:0-0:0","10:0-20:0","","","","","","","","","","",""
"7442","","","","","","","","","","","","","","","","",""
"7444","","","","","","","","","","","","","","","","",""
"7448","Bii6sQO2QNinBq9vdakNBg","Texas de Brazil","4112 West Boy Scout Blvd","Tampa","FL","33607","27.96524"," -82.51269","3.5"," 640","1","u'no'"," 'street': False","True","True","True","True"
"7463","o2loFPjTN8zlkhb8Q3WTnA","Lulu's Oyster Bar & Tap House","500 1st St","Indian Rocks Beach","FL","33785","27.88450"," -82.84957","4.0"," 663","0","u'free'"," 'street': False","True","False","True","True"
"7512","aS2HD_XKuCAMwjRHQ_b5-g","WTR Pool & Grill","7700 W Courtney Campbell Cswy","Tampa","FL","33607","27.96676"," -82.57025","3.0"," 176","0","u'free'"," 'street': True","True","True","True","True"
"7524","ZdkonZFKPrGVeu-ZLQfE6A","Stonewood Grill & Tavern","612 E Bloomingdale Ave","Brandon","FL","33511","27.89398"," -82.27378","4.0"," 240","1","u'free'"," 'street': False","True","True","True","True"
"7552","12:0-12:15","12:0-12:15","12:0-12:15","12:0-12:15","12:0-12:15","","","","","","","","","","","",""
"7561","kAj3Xc17a3gnnJcrX-U3tg","Shang Hai Take Out","3337 S W Shore Blvd","Tampa","FL","33629","27.91438"," -82.52709","4.0"," 113","1","'no'"," 'street': False","False","None","True","True"
"7565","niJCOQ4-TxGklh2CVuCaTQ","Steak ’n Shake","1402 W Brandon Blvd","Brandon","FL","33511","27.93821"," -82.30448","2.0","  85","1","u'free'"," 'street': False","True","False","False","True"
"7606","IKpNcm7-qv2ffMSBoA9thA","The Bourbon Barber","7522 N Armenia Ave","Tampa","FL","33604","28.01721"," -82.48503","4.5","  17","0","'free'"," 'street': False","True","True","True","False"
"7607","","","","","","","","","","","","","","","","",""
"7609","","","","","","","","","","","","","","","","",""
"7610","xorwIoWJXmA7zjPL2olsJw","Rice N Roll","19243 N Dale Mabry Hwy","Lutz","FL","33548","28.15689"," -82.48099","3.5","  80","1","u'free'"," u'garage': False","True","False","False","True"
"7623","A7GuvyXcFprja0lv8yF1Ew","Burger 21 - Carrollwood","11777 N Dale Mabry Hwy","Tampa","FL","33618","28.05567"," -82.50332","3.5"," 270","1","'free'"," 'street': False","False","True","False","True"
"7629","zUDtyZ6qyZeshsyF-DFV3g","LUNA Restaurant & Lounge","950 Lake Carillon Dr","St. Petersburg","FL","33716","27.89058"," -82.66576","3.5","  73","1","u'free'"," 'street': False","True","True","True","False"
"7630","17:0-22:0","17:0-22:0","17:0-23:0","17:0-23:0","7:0-11:0","","","","","","","","","","","",""
"7635","Hrc3ZSMRw2arQHaDUo61MA","The Soho Backyard","610 S Armenia Ave, Ste 105","Tampa","FL","33609","27.93794"," -82.48468","4.0"," 137","1","u'free'"," 'street': False","True","True","True","False"
"7636","16:0-2:0","16:0-2:0","14:0-2:0","11:0-2:0","11:0-2:0","","","","","","","","","","","",""
"7665","KGS2i9T0-WeNw5_dXSOoGQ","Kahwa Coffee Roasting","400 N Ashley Dr","Tampa","FL","33602","27.95040"," -82.46007","4.0","  25","0","u'free'"," 'street': True","True","True","False","True"
"7667","hTA0eCoMdAebXzm4jkx-0A","Lisa's Cafe","13331 Gulf Blvd","Madeira Beach","FL","33708","27.78983"," -82.78714","3.5"," 443","1","u'free'"," 'street': False","True","True","True","True"
"7673","wIiAO9IHsLEPQ1BVI2RJug","Dolce Speakeasy & Supperclub","1343 Cleveland St","Clearwater","FL","33755","27.96532"," -82.78123","4.0","  61","0","u'free'"," 'street': None","True","None","True","False"
"7711","k-ZWRUhKyyl1qrG3y8yziA","FarmTable Cucina","179 2nd Ave N","Saint Petersburg","FL","33701","27.77413"," -82.63530","4.0"," 338","0","u'no'"," 'street': True","True","True","True","True"
"7727","","","","","","","","","","","","","","","","",""
"7758","","","","","","","","","","","","","","","","",""
"7771","","","","","","","","","","","","","","","","",""
"7791","OZcpjMrFrx3g3uo3xr0H0Q","Acropolis Greek Taverna","6108 Winthrop Town Center Ave","Riverview","FL","33578","27.89281"," -82.31667","4.0"," 327","1","u'free'"," 'street': False","True","True","True","True"
"7805","TFZLHW_OuP0LWomBiP3w_g","China City Restaurant","3049 Commercial Way","Spring Hill","FL","34606","28.47612"," -82.61564","4.0","  28","0","u'no'"," 'street': False","False","False","False","True"
"7808","huta5nl96oXBxnFIQeMTTA","Cantina Laredo","2000 Piazza Ave, Ste 170","Wesley Chapel","FL","33543","28.18748"," -82.34871","3.5"," 282","1","u'no'"," 'street': False","True","True","True","True"
"7841","X9e_btDPux6JGqqw8UF_Pg","Koizi Endless Hibachi & Sushi Eatery","17012 Palm Pointe Dr","Tampa","FL","33647","28.11833"," -82.38163","3.5"," 513","1","u'no'"," 'street': False","True","False","True","True"
"7847","mbDqYJJhjkRMMol37QSLzw","Steak ’n Shake","4480 Park St","St. Petersburg","FL","33709","27.81251"," -82.75459","2.0","  62","0","u'free'"," 'street': False","True","False","False","True"
"7875","VhL0erhkRQCiZR6KcU_4xQ","Sharks Bar & Grill","1479 S Belcher Rd","Largo","FL","33771","27.90298"," -82.74464","4.0","  52","1","'free'"," 'street': False","True","False","True","False"
"7876","11:0-0:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-0:0","","","","","","","","","","","",""
"7882","","","","","","","","","","","","","","","","",""
"7884","N4IFNpTn7kKfK9akJkerwQ","Gratzzi Italian Grille","211 2nd St S","Saint Petersburg","FL","33701","27.76919"," -82.63578","4.0"," 494","1","'no'"," 'street': True","True","True","True","False"
"7893","Rs4NR4-H9F9-x1a3CZnaoA","Deck Pizza","2202 W Platt St","Tampa","FL","33606","27.94173"," -82.48225","3.5","  34","0","u'free'"," 'street': True","True","True","True","True"
"7922","8NcCGX7b9sXcYOvd57dFSw","International Cafe","601 E Twiggs St","Tampa","FL","33602","27.94983"," -82.45576","4.0","  34","1","u'free'"," 'street': True","True","False","True","True"
"7938","ILLu-1LRxTRfLpV43GDmOQ","Chili's","25987 US Hwy 19 N","Clearwater","FL","33763","28.00837"," -82.72987","3.0","  75","1","'free'"," 'street': False","True","False","True","True"
"7970","fTXSAVnzPkHqCzA4l6896g","Chicken Salad Chick","2790 E Fowler Ave, Ste 490","Tampa","FL","33612","28.05540"," -82.42734","4.5"," 177","1","'free'"," 'street': False","False","True","False","True"
"7972","h-EsSqXjqA6Jy7Oc7nb5jw","Grillsmith - Wesley Chapel","2000 Piazza Ave, Ste 100","Wesley Chapel","FL","33543","28.18754"," -82.34853","4.0"," 408","1","u'free'"," 'street': False","True","True","True","True"
"7980","59Jdgtf6Y6cXlhwcmb-7DA","Show Me's Sports Bar & Grill","12836 Henderson Rd","Tampa","FL","33625","28.06288"," -82.54997","2.5","  60","0","'free'"," 'street': False","True","True","True","True"
"8027","AccXb_D8EbTuOlSK5MBtew","The Ranch House Grill","4426 W Gandy Blvd","Tampa","FL","33611","27.89284"," -82.52040","3.5"," 111","0","'no'"," 'street': False","True","True","True","True"
"8050","54JG4umyJ-McjzO2o7yyQw","Paisano's Pizza N Pasta","6000 4th St N","Saint Petersburg","FL","33703","27.82640"," -82.63910","3.5"," 149","1","'free'"," 'street': False","True","False","True","True"
"8068","C7zn8tYcVLhaGLtXbuyQLA","IHOP","22996 US Hwy 19","Clearwater","FL","33765","27.98168"," -82.73034","3.0","  41","0","u'free'"," 'street': False","False","False","False","True"
"8081","NnlXgLZ93KPj1wYSiqjyIg","Pete & Shorty's Tavern","2820 Gulf To Bay Blvd","Clearwater","FL","33759","27.96085"," -82.72056","3.5"," 234","1","'free'"," 'street': False","True","True","True","True"
"8106","Om9eoEcwPK1lp1-HEjBzeQ","Urban Cantina","200 E Madison St","Tampa","FL","33602","27.94841"," -82.45897","4.0"," 453","1","u'free'"," 'street': True","True","False","True","True"
"8124","RiC_-68qxtDJqiIs5mRR6g","Maggiano's Little Italy","203 Westshore Plz","Tampa","FL","33609","27.94645"," -82.52635","4.0"," 586","1","'free'"," 'street': False","True","True","True","True"
"8127","XXudD3qGScBtsvia1DleLA","Green Gators Bar & Grill","9202 Anderson Rd","Tampa","FL","33634","28.03083"," -82.54072","1.5","  27","0","'free'"," 'street': False","True","True","True","False"
"8128","cd-rz-piYMftZtbFU82x8g","Mr. Dunderbak's","14929 Bruce B Downs Blvd","Tampa","FL","33613","28.08309"," -82.41191","4.5"," 825","1","u'free'"," 'street': False","True","True","True","True"
"8152","","","","","","","","","","","","","","","","",""
"8156","l3KAtCq9JPEpzU_vyxqokw","Three Brothers Pizza","17773 Gunn Hwy","Odessa","FL","33556","28.12983"," -82.57460","4.5"," 216","1","u'free'"," 'street': False","True","False","True","True"
"8173","465bLtUgHq0mgLCleSTLDQ","Casual Clam Restaurant","3336 Dr Martin Luther King Jr St N","St. Petersburg","FL","33704","27.80271"," -82.64701","3.5"," 222","1","u'free'"," 'street': False","True","True","True","True"
"8190","15:0-23:0","15:0-1:0","15:0-1:0","12:0-2:0","11:30-2:0","11:30-23:0","","","","","","","","","","",""
"8202","1FO0pL-Lf7GkfF-d5Wuxdw","Ryan's Island Cafe","432 Poinsettia Ave","Clearwater","FL","33767","27.97970"," -82.82664","4.5"," 190","1","u'free'"," 'street': True","True","True","True","True"
"8203","0K-z6hRV2RhvEC3z9GFG7A","Seven Springs Souvlaki","2313 Seven Springs Blvd","New Port Richey","FL","34655","28.19280"," -82.69951","4.5","  88","1","'free'","True","False","'beer_and_wine'","True"," 'romantic': None"
"8217","K74RHoIbJG_kIi9RsxQQcw","East Bistro - The Mediterranean Eatery","4100 E Bay Dr, Unit B34","Clearwater","FL","33764","27.91693"," -82.74445","4.5"," 259","1","u'no'"," 'street': False","False","None","False","True"
"8253","8:0-2:0","8:0-2:0","8:0-2:0","8:0-2:0","8:0-2:0","8:0-2:0","","","","","","","","","","",""
"8257","YCPhdj_9t7o_NdN76WKJVg","Cafe de Paris Bakery","2300 Gulf Blvd","Indian Rocks Beach","FL","33785","27.90514"," -82.84732","4.5"," 395","1","'free'"," 'street': False","False","True","True","True"
"8275","yui1n1JawiW9g7RR62a_wA","Matoi Sushi","602 N Dale Mabry Hwy","Tampa","FL","33609","27.94949"," -82.50613","4.0"," 594","1","u'free'"," 'street': False","True","False","True","True"
"8279","F9gyc-k7IPwJ_qkOcwJyIw","Pam's Country Restaurant","6602 Ridge Rd","Port Richey","FL","34668","28.27926"," -82.70547","4.5","  62","1","'free'"," 'street': False","False","True","True","True"
"8283","lHX6wIxYdA5cM8drlmdvfQ","WingHouse Bar & Grill","6445 4th St N","St. Petersburg","FL","33702","27.83149"," -82.63835","3.0","  75","0","u'free'"," 'street': False","True","True","True","True"
"8285","","","","","","","","","","","","","","","","",""
"8296","dQUZyX2QDWuqi_-y-cEjMw","Marker 39 Floribbean Cuisine","155 5th Ave N","Safety Harbor","FL","34695","27.99144"," -82.69240","4.5"," 207","1","u'free'"," 'street': True","False","True","False","True"
"8297","wQrcl0k6ZcyO3KOo2fCSXw","Chris's Beachside","4506 Gulf Blvd","Saint Pete Beach","FL","33706","27.72030"," -82.74000","4.5","  23","1","'no'"," 'street': False","True","True","True","False"
"8306","EkGrpiN5gN6TaSfVQ0ggvA","Corner Bakery Cafe","2326 W Brandon Blvd","Brandon","FL","33511","27.93971"," -82.32235","3.5"," 203","1","u'free'"," 'street': False","False","True","False","True"
"8314","eM8kmbbkjtvYKL2kHsARsQ","The Portico Cafe","1001 N Florida Ave","Tampa","FL","33602","27.95277"," -82.45887","4.5","  71","1","u'free'"," 'street': True","False","True","False","True"
"8315","uUUyISErX3pAWrJu6UveYg","Que Pasa Mexican Cantina","10478 Roosevelt Blvd N","St. Petersburg","FL","33716","27.86683"," -82.64555","3.0"," 202","1","u'free'"," 'street': False","True","True","True","True"
"8324","_12864iQDcnAs317NlF0hQ","Studio Movie Grill","12332 University Mall Ct","Tampa","FL","33612","28.05694"," -82.43450","2.5"," 265","0","'no'"," 'street': False","True","False","True","True"
