,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,categories,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16904,I955zVLBep9-73rFl7ZXpQ,Bonnie R Hill Skin Care,,Santa Barbara,CA,93109,34.4065,-119.72657,5,5,1,FALSE,FALSE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hair Removal, Skin Care, Beauty & Spas",9:0-18:0,NA,9:0-18:0,9:0-18:0,9:0-18:0,10:0-16:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
16908,iiJE62zfvy2gYtD-77Av8w,Woolfolk's Refinishing,316 E Cota St,Santa Barbara,CA,93101,34.42125,-119.69278,4.5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home Decor, Home & Garden, Contractors, Local Services, Furniture Repair, Arts & Crafts, Shopping, Home Services, Musical Instruments & Teachers, Refinishing Services, Antiques",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16916,A-jhS7TQlttCcMxkKxCoyA,Knapp's Castle,El Camino Cielo,Santa Barbara,CA,93101,34.523,-119.79301,4,100,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Active Life, Hiking",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
16919,R_idF34vAnYIBiTbRHMCJw,Wolfe & Associates Property Services,173 Chapel St,Santa Barbara,CA,93111,34.43596,-119.81056,2,60,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Estate, Home Services, Property Management",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,10:0-14:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16975,wK9fSzKe4QsavkXUT4PHIg,Santa Barbara Tire and Service Center,2701 De La Vina St,Santa Barbara,CA,93105,34.43535,-119.72548,4.5,109,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Auto Parts & Supplies, Oil Change Stations, Auto Repair, Tires, Automotive",0:0-0:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-16:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16990,6cnHwjHLcAtIuMN0C6Kpbw,Buckles 'N' Brews Invitational,129 Castillo St,Santa Barbara,CA,93101,34.40903,-119.69519,4.5,10,1,NA,FALSE,NA,2,NA,FALSE,NA,FALSE,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hotels & Travel, Arts & Entertainment, Beer Tours, Beer, Wine & Spirits, Food, Festivals, Tours",NA,NA,NA,NA,NA,12:0-17:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17063,92NfqTHsKn_BRqCBV4phrg,Santa Barbara Gymnastics Club LLC,4179 State St,Santa Barbara,CA,93110,34.44033,-119.76245,3,13,1,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Event Planning & Services, Gymnastics, Active Life, Party & Event Planning, Professional Sports Teams, Arts & Entertainment",9:0-19:30,9:0-19:30,9:0-19:30,9:0-19:30,9:0-19:30,9:0-13:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17099,VOhZZ_8YhJ1mw8zmuw4k-w,Magnolia Liquors,5110 Hollister Ave,Santa Barbara,CA,93111,34.43527,-119.80279,2.5,7,1,NA,TRUE,TRUE,3,NA,TRUE,TRUE,TRUE,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Beer, Wine & Spirits",7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,,,,,,,,,,,,,,,,,,,,,,,,,
17129,hxyLNC3iTOzec99D9x0DFA,Designer Cuts,"6831 Hollister Ave, Ste D",Goleta,CA,93117,34.42968,-119.86702,3,25,1,FALSE,TRUE,TRUE,2,NA,NA,NA,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{'straightperms': True, 'coloring': True, 'extensions': False, 'africanamerican': False, 'curly': False, 'kids': True, 'perms': True, 'asian': True},NA,NA,NA,NA,"Beauty & Spas, Hair Removal, Blow Dry/Out Services, Hair Salons, Waxing",9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-18:0,NA,,,,,,,,,,,,,,,,,,
17145,jqwAP7xJkEZVrl_s-r0k0w,Beads,137 E De La Guerra St,Santa Barbara,CA,93101,34.42193,-119.69751,4.5,10,1,NA,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jewelry, Art Supplies, Arts & Crafts, Shopping",10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17199,vh229jJXjCCdO-b4K-JIIw,Cottonwood Canyon,"224 Anacapa St, Ste 1A",Santa Barbara,CA,93101,34.41577,-119.69109,4.5,25,0,FALSE,TRUE,TRUE,2,NA,FALSE,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wine Tasting Room, Arts & Entertainment, Food, Wineries",12:0-17:0,NA,NA,NA,12:0-17:0,12:0-17:0,12:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,
17249,wbwMIM6iIujPTis_J-z76A,"Lisa Beck-Uhl, DDS","5973 Encina Rd, Ste 101",Goleta,CA,93117,34.44297,-119.82976,5,8,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dentists, General Dentistry, Health & Medical, Oral Surgeons",8:30-17:0,8:30-17:0,NA,8:30-17:0,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17262,n2D4TNJL5t1on2DQSu2aCQ,Goleta Smoke Shop,6831 Hollister Ave,Goleta,CA,93117,34.42968,-119.86702,3.5,29,1,FALSE,TRUE,TRUE,1,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tobacco Shops, Shopping",0:0-0:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,9:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,
17320,16O3jxqYoknCeo9cTJtaGQ,Solutions Painting,1211 A San Andres,Santa Barbara,CA,93101,34.41634,-119.71284,4,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Painters, Drywall Installation & Repair, Home Services, Pressure Washers",NA,8:0-17:15,8:0-17:15,8:0-17:15,8:0-17:15,10:0-14:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17404,eukRpR47MDH4XXfU_Dul9Q,Madam Lu,3524 State St,Santa Barbara,CA,93105,34.44064,-119.73927,3.5,136,1,NA,TRUE,FALSE,2,NA,TRUE,TRUE,TRUE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,FALSE,TRUE,TRUE,NA,'none',TRUE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Chinese",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,,,,,,,,,,,,
17470,oaF2aSvM-LGzNDUzMBmF1g,Bob Woolever's Tire Shoppe,6010 Hollister Ave,Goleta,CA,93117,34.4363,-119.83113,4,14,0,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automotive, Tires",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17485,4_JJl_mlIEI9Ui9rOHHwMA,Wine & Horse Tours,,Santa Barbara,CA,93101,34.42033,-119.71075,3.5,7,1,TRUE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hotels & Travel, Horseback Riding, Tours, Arts & Entertainment, Wineries, Wine Tours, Food, Active Life",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17550,c6Oi6QctHxIbkn0HBS7bgw,Josette Tkacik,100 E Carrillo St,Santa Barbara,CA,93101,34.42252,-119.70053,5,11,1,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Active Life, Dance Studios, Fitness & Instruction",17:30-18:30,17:30-18:30,17:30-18:30,17:30-18:30,17:30-18:30,11:30-12:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17556,uxphf0dyD5u6Cikhf4f2aw,Alaris Fitness,220 W Canon Perdido St,Santa Barbara,CA,93101,34.41787,-119.70383,5,8,0,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gyms, Fitness & Instruction, Active Life, Trainers",0:0-0:0,16:30-17:30,8:30-11:0,12:0-13:0,12:0-13:0,8:30-10:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17585,6TciI6uBdrd8z1av1YleLg,Pepe's Mexican Restaurant,254 Orange Ave,Goleta,CA,93117,34.43517,-119.82865,3.5,198,1,NA,TRUE,TRUE,2,NA,TRUE,TRUE,TRUE,u'free',{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar',TRUE,'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},TRUE,TRUE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False},FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,"Restaurants, Mexican",0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,9:0-21:0,,,,,,,,,,,,
17628,6afesz8yZhjOgijkWl4jig,The Coffee Bean & Tea Leaf,811 State St,Santa Barbara,CA,93101,34.41985,-119.69992,3.5,77,0,NA,TRUE,TRUE,1,NA,TRUE,NA,FALSE,u'free',{'garage': None, 'street': None, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Restaurants, Coffee & Tea",6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,7:30-22:0,7:30-21:0,,,,,,,,,,,,,,,,,,,,,,,,,
17650,x7KhSb6u5PymD25iiz8-gg,Coronado Butterfly Preserve,Coronado Dr,Goleta,CA,93117,34.42787,-119.89311,4.5,78,1,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Active Life, Parks",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17653,LCiTYZu28hh29TVCeRrc9A,Santa Barbara Face Painting and Henna,,Santa Barbara,CA,93105,34.44693,-119.74282,5,9,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Henna Artists, Event Planning & Services, Makeup Artists, Face Painting, Beauty & Spas",9:0-21:0,9:0-21:0,9:0-21:30,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17696,_fvj-WTJvNlTEsK8xqmv0w,Las Positas Mobil,2299 Las Positas Rd,Santa Barbara,CA,93105,34.42688,-119.73419,3,17,0,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automotive, Auto Repair, Smog Check Stations, Gas Stations",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,11:0-14:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17731,TUtf4FLtotdQDleYpRIfnw,California Pizza Kitchen at Santa Barbara,719 Paseo Nuevo,Santa Barbara,CA,93101,34.4188,-119.70059,3,193,1,NA,TRUE,TRUE,2,NA,TRUE,TRUE,TRUE,'free',{u'valet': False, u'garage': True, u'street': None, u'lot': False, u'validated': False},NA,NA,TRUE,TRUE,TRUE,NA,u'full_bar',TRUE,'casual',{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': None},TRUE,TRUE,FALSE,u'average',{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, American (Traditional), American (New), Salad, Pizza, Gluten-Free",0:0-0:0,11:0-22:0,11:0-22:0,11:0-20:0,11:0-23:0,11:0-23:0,11:0-22:0,,,,,,,,,,,,
17740,fxHHCt622p--Zbqcmv9_MQ,Colleen Elizabeth Salon and Spa,"38 S La Cumbre Rd, Ste 1",Santa Barbara,CA,93105,34.43974,-119.75136,4.5,101,1,TRUE,TRUE,FALSE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skin Care, Hair Removal, Massage, Eyelash Service, Hair Salons, Day Spas, Makeup Artists, Beauty & Spas",0:0-0:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,
17748,NWiDQblpKeZwcHio6oEzUA,The Study Hall,6543 Pardall Rd,Isla Vista,CA,93117,34.413,-119.85571,3,43,1,NA,TRUE,TRUE,1,NA,NA,NA,NA,'free',{'garage': False, 'street': None, 'validated': None, 'lot': None, 'valet': False},NA,TRUE,FALSE,TRUE,FALSE,NA,u'full_bar',NA,NA,{'touristy': None, 'hipster': None, 'romantic': None, 'divey': True, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None},NA,TRUE,NA,u'loud',NA,NA,NA,{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': False, 'video': False, 'karaoke': False},NA,NA,{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False},NA,NA,NA,NA,NA,NA,NA,NA,"Bars, Nightlife",19:0-0:0,18:0-0:0,18:0-0:0,18:0-0:0,18:0-0:0,16:0-0:0,NA,,,,,
17816,nQc_JizWRAOC9RE_-eZemA,WINK,"1806 Cliff Dr, Ste J",Santa Barbara,CA,93109,34.40155,-119.72063,5,27,1,TRUE,TRUE,FALSE,2,NA,NA,NA,NA,u'free',{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beauty & Spas, Threading Services, Eyelash Service, Waxing, Hair Removal, Eyebrow Services, Tanning, Skin Care, Spray Tanning",0:0-0:0,7:30-15:0,7:30-19:0,7:30-17:0,7:30-17:0,10:0-15:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17876,h7felG8kSEuYpkYBhMwCmA,Q's Billiard Club & Sushi-a-go-go,409 State St.,Santa Barbara,CA,93101,34.41591,-119.69481,3.5,28,0,NA,TRUE,NA,2,NA,TRUE,FALSE,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,NA,FALSE,NA,u'full_bar',FALSE,u'casual',NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Sushi Bars",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17898,#NAME?,Rose Story Farm,,Carpinteria,CA,93013,34.39888,-119.51846,4,21,1,NA,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shopping, Home & Garden, Flowers & Gifts, Nurseries & Gardening",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17914,eWGUz12uvX7ZCTvEEnzVVQ,PULSE Fitness Santa Barbara,1819 Cliff Dr,Santa Barbara,CA,93109,34.40109,-119.7215,4.5,21,1,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gyms, Yoga, Fitness & Instruction, Active Life, Pilates",6:0-18:30,7:0-19:30,6:0-18:30,7:0-19:30,6:0-18:30,8:0-12:0,8:30-10:30,,,,,,,,,,,,,,,,,,,,,,,,,
17999,dxYndBe84R3j0tW-tssDZg,Cana Flowers,2712 Samarkind Dr,Santa Barbara,CA,93105,34.43394,-119.73027,4,5,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Florists, Shopping, Flowers & Gifts",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18051,JOCcU4dp2g6DitUcwEQQ7Q,Velo Pro Cyclery,5887 Hollister Ave,Goleta,CA,93117,34.43564,-119.82874,4.5,41,1,FALSE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sporting Goods, Bikes, Active Life, Local Services, Bike Rentals, Bike Repair/Maintenance, Shopping",0:0-0:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
18062,ig7x6rj7i9L07nDDceXMaw,Valley Construction Sewer & Drain Cleaning,1475 Sterling Ave,Carpinteria,CA,93013,34.40624,-119.5185,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plumbing, Home Services",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18098,LqKN4dpnA9qo9q5con5A4A,Images By Valerie,3940 Maricopa Dr,Santa Barbara,CA,93110,34.44293,-119.7528,4.5,8,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Photographers, Event Photography, Session Photography, Event Planning & Services",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18112,na2fvJ5LN7ZcUJcM4kkjJg,Target,6865 Hollister Ave,Goleta,CA,93117,34.42857,-119.86762,2.5,53,1,FALSE,TRUE,NA,2,FALSE,None,FALSE,FALSE,u'no',NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home & Garden, Electronics, Furniture Stores, Fashion, Shopping, Department Stores",0:0-0:0,7:0-23:59,7:0-23:59,7:0-23:59,8:0-21:0,7:0-23:59,7:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18118,wnwpWnwluDF4KX62NnrpIA,Cornerstone Home Lending,1826 State St,Santa Barbara,CA,93101,34.42958,-119.71295,5,9,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home Services, Mortgage Lenders, Financial Services, Mortgage Brokers, Real Estate",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18220,yxAe0Ml12jJS-tTW1kYTUQ,Platinum Cleaners,5801 Calle Real,Goleta,CA,93117,34.44061,-119.82628,2,22,0,NA,TRUE,TRUE,3,NA,NA,NA,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dry Cleaning & Laundry, Local Services, Laundry Services",7:30-18:30,7:30-18:30,7:30-18:30,7:30-18:30,7:30-18:30,9:0-17:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
18257,qkHZ4upi7Ho2ru5kzN_9nA,Santa Barbara Pest Control,719 E Haley St,Santa Barbara,CA,93103,34.42489,-119.68719,4.5,11,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gardeners, Landscaping, Local Services, Pest Control, Home Services, Wildlife Control, Tree Services, Arts & Entertainment",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
